datetime_local,datetime_UTC,level_cm,Q_Ls,asdn_perm,rainfall_mm,temp_c,NO3_mgL,NO3_uM,grabNO3_mgL,grabNO3_uM,seasonalPeriod
3/20/2022 23:30,2022-03-21T04:30:00Z,36.30168,6.101619557,3084,0,11.138,0.024169573,0.389801014,NA,NA,wet
3/20/2022 23:45,2022-03-21T04:45:00Z,36.310824,6.11560414,3084,0,10.95,0.024659154,0.397696857,NA,NA,wet
3/21/2022 0:00,2022-03-21T05:00:00Z,NA,NA,3084,0,10.888,0.024282334,0.391619591,NA,NA,wet
3/21/2022 0:15,2022-03-21T05:15:00Z,36.195,5.940556245,3084,0,10.763,0.024599289,0.396731365,NA,NA,wet
3/21/2022 0:15,2022-03-21T05:15:00Z,36.195,5.940556245,3084,0,10.763,0.024599289,0.396731365,NA,NA,wet
3/21/2022 0:30,2022-03-21T05:30:00Z,36.146232,5.868195997,3084,0,10.638,0.024828921,0.400434819,NA,NA,wet
3/21/2022 0:30,2022-03-21T05:30:00Z,36.146232,5.868195997,3084,0,10.638,0.024643869,0.397450342,NA,NA,wet
3/21/2022 0:45,2022-03-21T05:45:00Z,36.08832,5.783287807,3084,0,10.575,0.024537588,0.395736272,NA,NA,wet
3/21/2022 1:00,2022-03-21T06:00:00Z,36.063936,5.747865342,3084,0,10.45,0.023569204,0.380118412,NA,NA,wet
3/21/2022 1:15,2022-03-21T06:15:00Z,35.990784,5.64275359,3084,0,10.325,0.025107349,0.404925248,NA,NA,wet
3/21/2022 1:30,2022-03-21T06:30:00Z,35.93592,5.565046051,3084,0,10.263,0.024503478,0.395186158,NA,NA,wet
3/21/2022 1:45,2022-03-21T06:45:00Z,35.865816,5.467139778,3084,0,10.138,0.024416437,0.393782373,NA,NA,wet
3/21/2022 2:00,2022-03-21T07:00:00Z,35.881056,5.488292357,3084,0,10.075,0.024188214,0.39010166,NA,NA,wet
3/21/2022 2:15,2022-03-21T07:15:00Z,35.817048,5.399938231,3084,0,9.95,0.024807136,0.400083478,NA,NA,wet
3/21/2022 2:30,2022-03-21T07:30:00Z,35.780472,5.350020561,3084,0,9.888,0.024439108,0.394148009,NA,NA,wet
3/21/2022 2:45,2022-03-21T07:45:00Z,35.728656,5.280006874,3084,0,9.763,0.02402497,0.387468894,NA,NA,wet
3/21/2022 3:00,2022-03-21T08:00:00Z,35.685984,5.222962086,3084,0,9.7,0.024290873,0.391757311,NA,NA,wet
3/21/2022 3:15,2022-03-21T08:15:00Z,35.658552,5.186580718,3084,0,9.638,0.023901441,0.385476644,NA,NA,wet
3/21/2022 3:30,2022-03-21T08:30:00Z,35.61588,5.130435668,3084,0,9.575,0.023716958,0.382501345,NA,NA,wet
3/21/2022 3:45,2022-03-21T08:45:00Z,35.579304,5.082742547,3084,0,9.45,0.023813091,0.38405176,NA,NA,wet
3/21/2022 4:00,2022-03-21T09:00:00Z,35.557968,5.055104152,3084,0,9.388,0.023741554,0.382898031,NA,NA,wet
3/21/2022 4:15,2022-03-21T09:15:00Z,35.52444,5.011942572,3084,0,9.325,0.02384159,0.384511386,NA,NA,wet
3/21/2022 4:30,2022-03-21T09:30:00Z,35.475672,4.949747536,3084,0,9.263,0.023909042,0.385599232,NA,NA,wet
3/21/2022 4:45,2022-03-21T09:45:00Z,35.457384,4.926602089,3084,0,9.2,0.024205075,0.39037359,NA,NA,wet
3/21/2022 5:00,2022-03-21T10:00:00Z,35.423856,4.884418817,3084,0,9.138,0.023654796,0.381498815,NA,NA,wet
3/21/2022 5:15,2022-03-21T10:15:00Z,35.393376,4.846349655,3084,0,9.075,0.024081969,0.388388161,NA,NA,wet
3/21/2022 5:30,2022-03-21T10:30:00Z,35.368992,4.816084694,3084,0,9.013,0.023047741,0.371708389,NA,NA,wet
3/21/2022 5:45,2022-03-21T10:45:00Z,35.314128,4.74860272,3084,0,8.95,0.023853403,0.384701903,NA,NA,wet
3/21/2022 6:00,2022-03-21T11:00:00Z,35.298888,4.730007699,3084,0,8.888,0.023399207,0.377376745,NA,NA,wet
3/21/2022 6:15,2022-03-21T11:15:00Z,35.237928,4.656273965,3084,0,8.888,0.022800181,0.3677158,NA,NA,wet
3/21/2022 6:30,2022-03-21T11:30:00Z,35.23488,4.652614282,3084,0,8.763,0.024089629,0.388511703,NA,NA,wet
3/21/2022 6:45,2022-03-21T11:45:00Z,35.237928,4.656273965,3084,0,8.763,0.023267188,0.375247563,NA,NA,wet
3/21/2022 7:00,2022-03-21T12:00:00Z,35.183064,4.590790088,3084,0,8.7,0.023357097,0.376697606,NA,NA,wet
3/21/2022 7:15,2022-03-21T12:15:00Z,35.125152,4.522558604,3084,0,8.638,0.023147606,0.373318977,NA,NA,wet
3/21/2022 7:30,2022-03-21T12:30:00Z,35.146488,4.547590781,3084,0,8.638,0.023170067,0.373681224,NA,NA,wet
3/21/2022 7:45,2022-03-21T12:45:00Z,35.085528,4.476395419,3084,0,8.575,0.02322761,0.374609269,NA,NA,wet
3/21/2022 7:45,2022-03-21T12:45:00Z,35.085528,4.476395419,3084,0,8.575,0.02322761,0.374609269,NA,NA,wet
3/21/2022 8:00,2022-03-21T13:00:00Z,35.103816,4.497649132,3084,0,8.575,0.022837372,0.368315594,NA,NA,wet
3/21/2022 8:00,2022-03-21T13:00:00Z,35.103816,4.497649132,3084,0,8.575,0.022808977,0.367857658,NA,NA,wet
3/21/2022 8:15,2022-03-21T13:15:00Z,35.06724,4.455231138,3084,0,8.575,0.023230489,0.374655693,NA,NA,wet
3/21/2022 8:30,2022-03-21T13:30:00Z,35.106864,4.501200136,3084,0,8.638,0.022771257,0.367249313,NA,NA,wet
3/21/2022 8:45,2022-03-21T13:45:00Z,35.137344,4.536847647,3084,0,8.638,0.023056381,0.371847727,NA,NA,wet
3/21/2022 9:00,2022-03-21T14:00:00Z,35.149536,4.551176854,3084,0,8.763,0.022933072,0.369859027,NA,NA,wet
3/21/2022 9:15,2022-03-21T14:15:00Z,35.210496,4.623428847,3084,0,8.825,0.022153637,0.357288496,NA,NA,wet
3/21/2022 9:15,2022-03-21T14:15:00Z,35.210496,4.623428847,3084,0,8.825,0.022153637,0.357288496,NA,NA,wet
3/21/2022 9:30,2022-03-21T14:30:00Z,35.23488,4.652614282,3084,0,8.95,0.022471676,0.36241774,NA,NA,wet
3/21/2022 9:30,2022-03-21T14:30:00Z,35.23488,4.652614282,3084,0,8.95,0.022335738,0.360225363,NA,NA,wet
3/21/2022 9:45,2022-03-21T14:45:00Z,35.350704,4.793496482,3084,0,9.138,0.021851839,0.352421168,NA,NA,wet
3/21/2022 10:00,2022-03-21T15:00:00Z,35.38728,4.838767589,3084,0,9.325,0.022394445,0.361172184,NA,NA,wet
3/21/2022 10:15,2022-03-21T15:15:00Z,NA,NA,3084,0,9.513,0.022124531,0.356819077,NA,NA,wet
3/21/2022 10:15,2022-03-21T15:15:00Z,NA,NA,3084,0,9.575,0.022124531,0.356819077,NA,NA,wet
3/21/2022 10:30,2022-03-21T15:30:00Z,35.603688,5.114493895,3084,0,9.763,0.022069851,0.355937209,NA,NA,wet
3/21/2022 10:30,2022-03-21T15:30:00Z,35.603688,5.114493895,3084,0,9.763,0.021938578,0.353820073,NA,NA,wet
3/21/2022 10:45,2022-03-21T15:45:00Z,35.670744,5.202722276,3084,0,10.013,0.022477887,0.36251792,NA,NA,wet
3/21/2022 10:45,2022-03-21T15:45:00Z,35.670744,5.202722276,3084,0,10.075,0.022477887,0.36251792,NA,NA,wet
3/21/2022 11:00,2022-03-21T16:00:00Z,35.801808,5.37908905,3084,0,10.325,0.021901693,0.353225204,NA,NA,wet
3/21/2022 11:00,2022-03-21T16:00:00Z,35.801808,5.37908905,3084,0,10.325,0.021673652,0.349547412,NA,NA,wet
3/21/2022 11:15,2022-03-21T16:15:00Z,35.893248,5.505266831,3084,0,10.7,0.021960056,0.354166467,NA,NA,wet
3/21/2022 11:15,2022-03-21T16:15:00Z,35.893248,5.505266831,3084,0,10.7,0.021960056,0.354166467,NA,NA,wet
NA,2022-03-21T16:30:00Z,36.033456,5.703858871,3084,0,NA,0.02170376,0.350032984,NA,NA,wet
NA,2022-03-21T16:30:00Z,36.033456,5.703858871,3084,0,NA,0.021928387,0.353655714,NA,NA,wet
3/21/2022 11:45,2022-03-21T16:45:00Z,36.143184,5.86369964,3084,0,11.45,NA,NA,NA,NA,wet
3/21/2022 12:00,2022-03-21T17:00:00Z,36.24072,6.009114068,3084,0,11.825,0.022129444,0.356898304,NA,NA,wet
3/21/2022 12:15,2022-03-21T17:15:00Z,36.365688,6.20011231,3084,0,12.263,0.022087202,0.356217044,NA,NA,wet
NA,2022-03-21T17:30:00Z,36.429696,6.300017527,3084,0,NA,0.022435667,0.361837004,NA,NA,wet
3/21/2022 12:45,2022-03-21T17:45:00Z,36.585144,6.548634267,3084,0,13.138,NA,NA,NA,NA,wet
3/21/2022 13:00,2022-03-21T18:00:00Z,36.658296,6.668622699,3084,0,13.575,0.023389585,0.377221551,NA,NA,wet
3/21/2022 13:15,2022-03-21T18:15:00Z,36.746688,6.816216601,3084,0,14.013,0.022490752,0.3627254,NA,NA,wet
3/21/2022 13:15,2022-03-21T18:15:00Z,36.746688,6.816216601,3084,0,14.013,0.022490752,0.3627254,NA,NA,wet
3/21/2022 13:30,2022-03-21T18:30:00Z,36.862512,7.014013267,3084,0,14.388,0.023338341,0.376395115,NA,NA,wet
3/21/2022 13:30,2022-03-21T18:30:00Z,36.862512,7.014013267,3084,0,14.388,0.022838336,0.36833114,NA,NA,wet
NA,2022-03-21T18:45:00Z,36.828984,6.956237676,3084,0,NA,0.023037818,0.371548347,NA,NA,wet
3/21/2022 14:00,2022-03-21T19:00:00Z,36.810696,6.924902575,3084,0,15.013,NA,NA,NA,NA,wet
3/21/2022 14:15,2022-03-21T19:15:00Z,36.886896,7.056299718,3084,0,15.325,0.023915725,0.385707009,NA,NA,wet
NA,2022-03-21T19:30:00Z,36.923472,7.120154868,3084,0,NA,0.024109063,0.388825121,NA,NA,wet
3/21/2022 14:45,2022-03-21T19:45:00Z,36.929568,7.130847245,3084,0,15.763,NA,NA,NA,NA,wet
3/21/2022 15:00,2022-03-21T20:00:00Z,36.920424,7.114814032,3084,0,15.95,0.024257625,0.391221103,NA,NA,wet
3/21/2022 15:15,2022-03-21T20:15:00Z,36.908232,7.093486325,3084,0,16.013,0.024741444,0.399024016,NA,NA,wet
3/21/2022 15:30,2022-03-21T20:30:00Z,36.923472,7.120154868,3084,0,16.075,0.024482686,0.394850829,NA,NA,wet
3/21/2022 15:45,2022-03-21T20:45:00Z,36.923472,7.120154868,3084,0,16.013,0.024829019,0.400436403,NA,NA,wet
3/21/2022 16:00,2022-03-21T21:00:00Z,36.935664,7.14155391,3084,0,16.013,0.024968211,0.402681249,NA,NA,wet
3/21/2022 16:15,2022-03-21T21:15:00Z,36.874704,7.035128216,3084,0,15.95,0.025054186,0.40406784,NA,NA,wet
3/21/2022 16:30,2022-03-21T21:30:00Z,36.920424,7.114814032,3084,0,15.95,0.023813694,0.38406148,NA,NA,wet
3/21/2022 16:45,2022-03-21T21:45:00Z,36.905184,7.088163297,3084,0,15.888,0.025280374,0.40771575,NA,NA,wet
3/21/2022 16:45,2022-03-21T21:45:00Z,36.905184,7.088163297,3084,0,15.825,0.025280374,0.40771575,NA,NA,wet
3/21/2022 17:00,2022-03-21T22:00:00Z,36.877752,7.040415784,3084,0,15.763,0.024681792,0.398061964,NA,NA,wet
3/21/2022 17:00,2022-03-21T22:00:00Z,36.877752,7.040415784,3084,0,15.763,0.024789049,0.399791778,NA,NA,wet
3/21/2022 17:15,2022-03-21T22:15:00Z,36.862512,7.014013267,3084,0,15.638,0.025012517,0.403395813,NA,NA,wet
3/21/2022 17:30,2022-03-21T22:30:00Z,36.874704,7.035128216,3084,0,15.575,0.024713708,0.398576689,NA,NA,wet
3/21/2022 17:45,2022-03-21T22:45:00Z,36.847272,6.987698906,3084,0,15.45,0.024903213,0.401632979,NA,NA,wet
3/21/2022 18:00,2022-03-21T23:00:00Z,36.83508,6.966710716,3084,0,15.388,0.024645668,0.397479354,NA,NA,wet
3/21/2022 18:15,2022-03-21T23:15:00Z,36.838128,6.971952497,3084,0,15.263,0.024729366,0.398829223,NA,NA,wet
NA,2022-03-21T23:30:00Z,36.801552,6.909282185,3084,0,NA,0.024839249,0.40060138,NA,NA,wet
NA,2022-03-21T23:45:00Z,36.764976,6.847113732,3084,0,NA,NA,NA,NA,NA,wet
3/21/2022 19:00,2022-03-22T00:00:00Z,36.77412,6.862608989,3084,0,14.825,NA,NA,NA,NA,wet
3/21/2022 19:15,2022-03-22T00:15:00Z,36.734496,6.79568751,3084,0,14.638,0.024362982,0.392920274,NA,NA,wet
3/21/2022 19:30,2022-03-22T00:30:00Z,36.700968,6.739515949,3084,0,14.388,0.024529761,0.395610036,NA,NA,wet
3/21/2022 19:45,2022-03-22T00:45:00Z,36.71316,6.759893976,3084,0,14.2,0.024624952,0.397145252,NA,NA,wet
3/21/2022 20:00,2022-03-22T01:00:00Z,36.6522,6.658549461,3084,0,14.013,0.024890005,0.401419962,NA,NA,wet
3/21/2022 20:15,2022-03-22T01:15:00Z,36.60648,6.583430802,3084,0,13.825,0.024634816,0.397304344,NA,NA,wet
3/21/2022 20:30,2022-03-22T01:30:00Z,36.54552,6.484446131,3084,0,13.638,0.024357127,0.392825836,NA,NA,wet
3/21/2022 20:45,2022-03-22T01:45:00Z,36.508944,6.425693167,3084,0,13.45,0.024558094,0.396066991,NA,NA,wet
3/21/2022 21:00,2022-03-22T02:00:00Z,36.48456,6.386788203,3084,0,13.325,0.02428621,0.391682102,NA,NA,wet
3/21/2022 21:15,2022-03-22T02:15:00Z,36.435792,6.309606619,3084,0,13.138,0.024527945,0.395580749,NA,NA,wet
3/21/2022 21:30,2022-03-22T02:30:00Z,36.405312,6.261790724,3084,0,13.013,0.024386893,0.393305892,NA,NA,wet
3/21/2022 21:45,2022-03-22T02:45:00Z,36.374832,6.214297596,3084,0,12.888,0.024406578,0.393623375,NA,NA,wet
3/21/2022 22:00,2022-03-22T03:00:00Z,36.3474,6.171828165,3084,0,12.7,0.024335864,0.39248292,NA,NA,wet
3/21/2022 22:15,2022-03-22T03:15:00Z,36.30168,6.101619557,3084,0,12.638,0.024061073,0.38805116,NA,NA,wet
3/21/2022 22:30,2022-03-22T03:30:00Z,36.25596,6.032122646,3084,0,12.513,0.024098917,0.38866149,NA,NA,wet
NA,2022-03-22T03:45:00Z,36.252912,6.027514668,3084,0,NA,0.024110918,0.388855038,NA,NA,wet
3/21/2022 23:00,2022-03-22T04:00:00Z,36.182808,5.922392132,3084,0,12.325,NA,NA,NA,NA,wet
3/21/2022 23:15,2022-03-22T04:15:00Z,36.188904,5.931468,3084,0,12.263,0.024191528,0.390155099,NA,NA,wet
3/21/2022 23:30,2022-03-22T04:30:00Z,36.161472,5.890723842,3084,0,12.138,0.023962345,0.386458897,NA,NA,wet
3/21/2022 23:45,2022-03-22T04:45:00Z,36.124896,5.83678583,3084,0,12.075,0.024267255,0.39137641,NA,NA,wet
3/21/2022 23:45,2022-03-22T04:45:00Z,36.124896,5.83678583,3084,0,NA,0.024267255,0.39137641,NA,NA,wet
3/22/2022 0:00,2022-03-22T05:00:00Z,NA,NA,3084,0,12.013,0.024407599,0.393639843,NA,NA,wet
3/22/2022 0:15,2022-03-22T05:15:00Z,36.063936,5.747865342,3084,0,11.888,0.024342528,0.392590387,NA,NA,wet
3/22/2022 0:15,2022-03-22T05:15:00Z,36.063936,5.747865342,3084,0,11.95,0.024342528,0.392590387,NA,NA,wet
3/22/2022 0:30,2022-03-22T05:30:00Z,36.051744,5.730226625,3084,0,11.888,0.023102859,0.372597318,NA,NA,wet
3/22/2022 0:30,2022-03-22T05:30:00Z,36.051744,5.730226625,3084,0,11.888,0.024228812,0.390756412,NA,NA,wet
3/22/2022 0:45,2022-03-22T05:45:00Z,36.015168,5.677599155,3084,0,11.763,0.025183413,0.406151976,NA,NA,wet
3/22/2022 0:45,2022-03-22T05:45:00Z,36.015168,5.677599155,3084,0,11.763,0.025183413,0.406151976,NA,NA,wet
3/22/2022 1:00,2022-03-22T06:00:00Z,36.002976,5.660152508,3084,0,11.7,0.024110925,0.388855148,NA,NA,wet
3/22/2022 1:00,2022-03-22T06:00:00Z,36.002976,5.660152508,3084,0,11.7,0.024291268,0.39176368,NA,NA,wet
3/22/2022 1:15,2022-03-22T06:15:00Z,35.972496,5.616744456,3084,0,11.638,0.024276029,0.391517917,NA,NA,wet
3/22/2022 1:15,2022-03-22T06:15:00Z,35.972496,5.616744456,3084,0,11.638,0.024276029,0.391517917,NA,NA,wet
3/22/2022 1:30,2022-03-22T06:30:00Z,35.93592,5.565046051,3084,0,11.513,0.02459314,0.396632197,NA,NA,wet
3/22/2022 1:30,2022-03-22T06:30:00Z,35.93592,5.565046051,3084,0,11.513,0.024493623,0.395027211,NA,NA,wet
3/22/2022 1:45,2022-03-22T06:45:00Z,35.887152,5.496773763,3084,0,11.45,0.024261837,0.391289028,NA,NA,wet
3/22/2022 2:00,2022-03-22T07:00:00Z,35.853624,5.450269987,3084,0,11.388,0.024568556,0.396235716,NA,NA,wet
3/22/2022 2:15,2022-03-22T07:15:00Z,35.84448,5.437648063,3084,0,11.325,0.024435364,0.394087624,NA,NA,wet
3/22/2022 2:30,2022-03-22T07:30:00Z,35.801808,5.37908905,3084,0,11.263,0.023643047,0.381309326,NA,NA,wet
3/22/2022 2:45,2022-03-22T07:45:00Z,35.780472,5.350020561,3084,0,11.2,0.024094308,0.388587155,NA,NA,wet
3/22/2022 2:45,2022-03-22T07:45:00Z,35.780472,5.350020561,3084,0,11.2,0.024094308,0.388587155,NA,NA,wet
3/22/2022 3:00,2022-03-22T08:00:00Z,35.774376,5.341740997,3084,0,11.138,0.023828739,0.384304127,NA,NA,wet
3/22/2022 3:00,2022-03-22T08:00:00Z,35.774376,5.341740997,3084,0,11.138,0.023955598,0.386350087,NA,NA,wet
3/22/2022 3:15,2022-03-22T08:15:00Z,35.710368,5.255491565,3084,0,11.075,0.0241903,0.390135297,NA,NA,wet
3/22/2022 3:30,2022-03-22T08:30:00Z,35.719512,5.267736527,3084,0,11.013,0.023446684,0.37814243,NA,NA,wet
3/22/2022 3:45,2022-03-22T08:45:00Z,35.704272,5.247342337,3084,0,10.95,0.023773739,0.383417097,NA,NA,wet
3/22/2022 4:00,2022-03-22T09:00:00Z,35.682936,5.218908527,3084,0,10.95,0.024050378,0.387878665,NA,NA,wet
3/22/2022 4:15,2022-03-22T09:15:00Z,35.667696,5.198682701,3084,0,10.888,0.023845494,0.384574344,NA,NA,wet
3/22/2022 4:30,2022-03-22T09:30:00Z,35.63112,5.150425064,3084,0,10.888,0.024678919,0.398015632,NA,NA,wet
3/22/2022 4:45,2022-03-22T09:45:00Z,35.634168,5.154431251,3084,0,10.825,0.023936758,0.386046231,NA,NA,wet
3/22/2022 4:45,2022-03-22T09:45:00Z,35.634168,5.154431251,3084,0,10.825,0.023936758,0.386046231,NA,NA,wet
3/22/2022 5:00,2022-03-22T10:00:00Z,35.609784,5.122459262,3084,0,10.763,0.024028071,0.387518908,NA,NA,wet
3/22/2022 5:00,2022-03-22T10:00:00Z,35.609784,5.122459262,3084,0,10.763,0.023851926,0.384678087,NA,NA,wet
3/22/2022 5:15,2022-03-22T10:15:00Z,35.567112,5.066932757,3084,0,10.763,0.023891109,0.385310024,NA,NA,wet
3/22/2022 5:30,2022-03-22T10:30:00Z,35.55492,5.051166748,3084,0,10.7,0.023892528,0.385332901,NA,NA,wet
3/22/2022 5:45,2022-03-22T10:45:00Z,35.551872,5.047232075,3084,0,10.7,0.023924919,0.385855298,NA,NA,wet
3/22/2022 5:45,2022-03-22T10:45:00Z,35.551872,5.047232075,3084,0,10.7,0.023924919,0.385855298,NA,NA,wet
NA,2022-03-22T11:00:00Z,35.512248,4.996328962,3084,0,NA,0.023981193,0.386762875,NA,NA,wet
NA,2022-03-22T11:00:00Z,35.512248,4.996328962,3084,0,NA,0.023781368,0.383540142,NA,NA,wet
3/22/2022 6:15,2022-03-22T11:15:00Z,35.506152,4.988538402,3084,0,10.575,NA,NA,NA,NA,wet
3/22/2022 6:30,2022-03-22T11:30:00Z,35.518344,5.004130347,3084,0,10.575,0.024294556,0.391816705,NA,NA,wet
3/22/2022 6:45,2022-03-22T11:45:00Z,35.49396,4.972989709,3084,0,10.575,0.023633633,0.381157509,NA,NA,wet
3/22/2022 7:00,2022-03-22T12:00:00Z,35.472624,4.945883254,3084,0,10.513,0.023367326,0.376862572,NA,NA,wet
3/22/2022 7:15,2022-03-22T12:15:00Z,35.475672,4.949747536,3084,0,10.513,0.023271512,0.375317298,NA,NA,wet
3/22/2022 7:30,2022-03-22T12:30:00Z,35.454336,4.922753894,3084,0,10.513,0.023818961,0.384146426,NA,NA,wet
